,label,judul,Unnamed: 0,stop
2481,1,ijazah sma presiden joko widodo palsu,,ijazah sma presiden joko widodo palsu
2482,1,kuat mu terinjak injak anjing anjing komunis,,kuat mu injak injak anjing anjing komunis
2483,1,warna liturgi khusus pekan suci tri suci,,warna liturgi khusus pekan suci tri suci
2484,1,sidoarjo ditutup tanggul lumpur lapindo jebol,,sidoarjo tutup tanggul lumpur lapindo jebol
2485,1,ambon dilanda tsunami,,ambon landa tsunami
2486,1,perampokan terekam cctv jalan braga bandung,,ampo rekam cctv jalan braga bandung
2487,1,prof taruna ikrar ahok alami otak,,prof taruna ikrar ahok alami otak
2488,1,foto perempuan mengenakan kaos bertuliskan teman ahok memakaikan bra pria,,foto perempuan kena kaos tulis teman ahok pakai bra pria
2489,1,foto rakyat papua demo menuntut kemerdekaan,,foto rakyat papua demo tuntut merdeka
2490,1,foto jalanan papua,,foto jalan papua
2491,1,pedagang pasar mayestik meninggal,,dagang pasar mayestik tinggal
2492,1,artikel kentutnya membunuh nyamuk pria diincar perusahaan pestisida,,artikel kentut bunuh nyamuk pria incar usaha pestisida
2493,1,rekrutmen pegawai puskesmas wates,,rekrutmen pegawai puskesmas wates
2494,1,akun instagram akulaku bernama,,akun instagram akulaku nama
2495,1,rumah pribadi jakarta utara persembunyian tka ilegal,,rumah pribadi jakarta utara sembunyi tka ilegal
2496,1,foto sami abu dyak anak palestina meninggal penjara,,foto sami abu dyak anak palestina tinggal penjara
2497,1,era jokowi pki exist,,era jokowi pki exist
2498,1,salah velodrome awas diklaim prestasi ahokjarot,,salah velodrome awas klaim prestasi ahokjarot
2499,1,suara pejuang anti diskriminasi indonesia,,suara juang anti diskriminasi indonesia
2500,1,binatang langka berbahaya membunuh jam,,binatang langka bahaya bunuh jam
2501,1,polres tolikara pastikan kebakaran kantor kpu tolikara hoax,,polres tolikara pasti bakar kantor kpu tolikara hoax
2502,1,bra berisi cairan penyebab kanker payudara,,bra isi cair sebab kanker payudara
2503,1,foto letusan gunung agung,,foto letus gunung agung
2504,1,akun facebook satlantas surakarta memasang logo palu arit,,akun facebook satlantas surakarta pasang logo palu arit
2505,1,tulisan renungan pagi ahok,,tulis renung pagi ahok
2506,1,pelaku penjarahan mini market batang penjaringan jakarta utara peserta aksi,,laku jarah mini market batang jaring jakarta utara serta aksi
2507,1,surat edaran permintaan data siswa berprestasi ajaran,,surat edar minta data siswa prestasi ajar
2508,1,akun facebook sekda samarinda sugeng chairuddin,,akun facebook sekda samarinda sugeng chairuddin
2509,1,jadwal pemadaman listrik utk wilayah bintara pondok kopi,,jadwal madam listrik utk wilayah bintara pondok kopi
2510,1,barack obama mewakili negara amerika serikat kemenangan prabowosandi,,barack obama wakil negara amerika serikat menang prabowosandi
2511,1,rumah terbakar kog disuruh jarah,,rumah bakar kog suruh jarah
2512,1,peraturan ganjil genap berlaku sepeda motor tanggal agustus,,atur ganjil genap laku sepeda motor tanggal agustus
2513,1,lowongan kerja krew pemandu wahana snowbay tmii,,lowong kerja krew pandu wahana snowbay tmii
2514,1,aksi pakai kaus cfd jakarta april,,aksi pakai kaus cfd jakarta april
2515,1,supporter sepakbola persebaya bonek mengamuk pusat perbelanjaan giant maspion square suarabaya,,supporter sepakbola baya bonek amuk pusat belanja giant maspion square suarabaya
2516,1,ridwan kamil tolak foto taman teras cikapundung diklaim kerja ahok djarot,,ridwan kamil tolak foto taman teras cikapundung klaim kerja ahok djarot
2517,1,gempa myanmar balasan doa muslim rohingnya,,gempa myanmar balas doa muslim rohingnya
2518,1,bangkrut jokowi lirik uang zakat baznaz dipakai,,bangkrut jokowi lirik uang zakat baznaz pakai
2519,1,sajadah alas menari,,sajadah alas tari
2520,1,foto warga suriah korban bombardir perancis,,foto warga suriah korban bombardir perancis
2521,1,habib rizieq hilang arab,,habib rizieq hilang arab
2522,1,pesan berantai adidas masker,,pesan beranta adidas masker
2523,1,pakai pasta gigi pemutih pakaian gula cuka deteksi kehamilan,,pakai pasta gigi mutih pakai gula cuka deteksi hamil
2524,1,selebaran kegiatan budaya gawai dayak juli,,selebaran giat budaya gawai dayak juli
2525,1,video raja thailand istrinya bersholawat corona hilang dunia negeri,,video raja thailand istri bersholawat corona hilang dunia negeri
2526,1,desain helm kompetisi nfl,,desain helm kompetisi nfl
2527,1,puisi pandemi karya kathleen omara,,puisi pandemi karya kathleen omara
2528,1,penjelasan terkait fotofoto diklaim perlakuan kejam pemerintah china kamp konsentrasi muslim uighur,,jelas kait fotofoto klaim laku kejam perintah china kamp konsentrasi muslim uighur
2529,1,penularan difteri bumbu cabai kering terkena air seni tikus,,tular difteri bumbu cabai kering kena air seni tikus
2530,1,balada kaleng krupuk minggu tdk laku,,balada kaleng krupuk minggu tdk laku
2531,1,meme foto sandiaga uno hasil suntingan,,meme foto sandiaga uno hasil sunting
2532,1,wajah hacker perusak server kpud jabar,,wajah hacker usak server kpud jabar
2533,1,gak salahnya belajar toleransi negeri jerman,,gak salah ajar toleransi negeri jerman
2534,1,menkominfo rudiantara dipaksa intelijen china bocorkan minimal juta data kk nik sesuai,,menkominfo rudiantara paksa intelijen china bocor minimal juta data kk nik sesuai
2535,1,kepolisian mesuji tertangkap basah pungli,,polisi mesuji tangkap basah pungli
2536,1,seruan jihad mengatasnamakan eep saefulloh fatah,,seru jihad mengatasnamakan eep saefulloh fatah
2537,1,isu peretasan sub domain divisi humas polri ri,,isu retas sub domain divisi humas polri ri
2538,1,pt dijual china,,pt jual china
2539,1,rthrptra kalijodo milik pt sinarmas land,,rthrptra kalijodo milik pt sinarmas land
2540,1,indomaret voucher gratis senilai rp,,indomaret voucher gratis nila rp
2541,1,tulisan aa gym perjuangan menahan dirumah aja hianati,,tulis aa gym juang tahan rumah aja hianati
2542,1,bmw hanyut mengikuti sunatullah,,bmw hanyut ikut sunatullah
2543,1,imigran china jakarta dipulangkan anies baswedan negara asalnya,,imigran china jakarta pulang anies baswedan negara asal
2544,1,muslim ughur islam,,muslim ughur islam
2545,1,cawagub jateng taj yasin sumbangan pesta rakyat kemenangan pasangan ganjaryasin,,cawagub jateng taj yasin sumbang pesta rakyat menang pasang ganjaryasin
2546,1,calon gubernur sulsel nurdin abdullah derita kanker leher,,calon gubernur sulsel nurdin abdullah derita kanker leher
2547,1,finalis indonesia idol nowela auparay maju drp ri dapil papua barat,,final indonesia idol nowela auparay maju drp ri dapil papua barat
2548,1,bangun mall agung podomoro dituduh dalang pembakaran pasar aur kuning bukit,,bangun mall agung podomoro tuduh dalang bakar pasar aur kuning bukit
2549,1,mantan tukang pos miliki anak haram,,mantan tukang pos milik anak haram
2550,1,gajah mada beragama islam,,gajah mada agama islam
2551,1,uang pecahan rp ribu resmi diluncurkan,,uang pecah rp ribu resmi luncur
2552,1,warga amerika jokowi pemimpin,,warga amerika jokowi pimpin
2553,1,foto warung makan babi guling,,foto warung makan babi guling
2554,1,telkomsel denny siregar monyet,,telkomsel denny siregar monyet
2555,1,rektor iain surakarta umumkan penerimaan beasiswa sms,,rektor iain surakarta umum terima beasiswa sms
2556,1,dasar jokodok tukang tipu goblok nya ebong percaya,,dasar jokodok tukang tipu goblok ebong percaya
2557,1,kerajaan arab saudi tetapkan hrs keturunan rasulullah saw,,raja arab saudi tetap hrs turun rasulullah saw
2558,1,prof tokuda terseyum data kecurangan kpu,,prof tokuda terseyum data curang kpu
2559,1,ellen degeneres bagibagi hadiah valentine facebook,,ellen degeneres bagibagi hadiah valentine facebook
2560,1,tangkapan layar cuitan kebohongan sandiuno,,tangkap layar cuit bohong sandiuno
2561,1,penyelamatan didalam lift lift terjun terkendali,,selamat dalam lift lift terjun kendali
2562,1,meninggal handphone cas,,tinggal handphone cas
2563,1,ariekuntung kejadian,,ariekuntung jadi
2564,1,tni kawal uztaz bachtiar nasir ketua fpi,,tni kawal uztaz bachtiar nasir ketua fpi
2565,1,jusuf kalla bunga anies sandi,,jusuf kalla bunga anies sandi
2566,1,bagibagi toyota sienta gratis,,bagibagi toyota sienta gratis
2568,1,foto fbi menangkap bill gates terorisme biologis,,foto fbi tangkap bill gates terorisme biologis
2569,1,kader pki yg suka video mewaspadai pki,,kader pki suka video waspada pki
2570,1,kerajaan arab saudi menetapkan habib rizieq keturunan rasulullah,,raja arab saudi tetap habib rizieq turun rasulullah
2571,1,geger binatang kebun binatang indonesia kurus,,geger binatang kebun binatang indonesia kurus
2572,1,video foto korban tawuran jembatan siak iv pekanbaru,,video foto korban tawur jembatan siak iv pekanbaru
2573,1,bendungan katulampa jebol november,,bendung katulampa jebol november
2574,1,nasi kotak plus ayam rendang,,nasi kotak plus ayam rendang
2575,1,rezim kodok anti islam,,rezim kodok anti islam
2576,1,bank bca bantu nasabah kena tipu belanja online,,bank bca bantu nasabah kena tipu belanja online
2577,1,kerja nu israel,,kerja nu israel
2578,1,penemuan bom kota malang,,temu bom kota malang
2579,1,ketik spasi akun aman,,ketik spasi akun aman
2580,1,fasilitas ruang tahanan ahok bak bintang,,fasilitas ruang tahan ahok bak bintang
2581,1,foto tangkapan layar berita munarman narasi provokatif,,foto tangkap layar berita munarman narasi provokatif
2582,1,video narasi disertai potongan foto ahli sosiologi selo soemardjan video berjudul ramalan ahok,,video narasi serta potong foto ahli sosiologi selo soemardjan video judul ramal ahok
2583,1,surat terbuka pewarta indonesia,,surat buka warta indonesia
2584,1,ahok kalimat syahadat ketua fpi meneteskan air matanya,,ahok kalimat syahadat ketua fpi tetes air mata
2585,1,pembicaraan aa gym panglima tni jendral gatot nurmantyo,,bicara aa gym panglima tni jendral gatot nurmantyo
2586,1,penambahan peserta skb cpns kemendes pdtt,,tambah serta skb cpns kemendes pdtt
2587,1,video bahagianya sniper tni target masuk kena pesawat israel ancur udara,,video bahagia sniper tni target masuk kena pesawat israel ancur udara
2588,1,polisi chat wa berisi anggota polda metro jaya hina tni hoaks,,polisi chat wa isi anggota polda metro jaya hina tni hoaks
2589,1,pks maret poligami nasional,,pks maret poligami nasional
2590,1,buktinya prabowo cucu pki,,bukti prabowo cucu pki
2591,1,surat pemanggilan kapolri jenderal tito karnavian kpk,,surat panggil kapolri jenderal tito karnavian kpk
2592,1,dermaga bemata dajjal hancur diterpa gempa tsunami palu donggala,,dermaga bata dajjal hancur terpa gempa tsunami palu donggala
2593,1,jembatan widang babat tuban program infrastruktur jokowi ambruk,,jembatan widang babat tuban program infrastruktur jokowi ambruk
2594,1,jokowi siapkan perpres permudah tenaga kerja asing,,jokowi siap pres mudah tenaga kerja asing
2595,1,lucifer church colombia,,lucifer church colombia
2596,1,kepolisian republik indonesia tips blokir nomor hp sms penipuan,,polisi republik indonesia tips blokir nomor hp sms tipu
2597,1,muslim indonesia amerika mendukung aksi damai,,muslim indonesia amerika dukung aksi damai
2598,1,foto ribuan demonstran berkumpul istiqlal,,foto ribu demonstran kumpul istiqlal
2599,1,pejabat pemkot parepare injak sajadah pakai sepatu,,jabat pemkot parepare injak sajadah pakai sepatu
2600,1,foto pahlawan perang era teknik ngibul negara musuh janji manisnya,,foto pahlawan perang era teknik ngibul negara musuh janji manis
2601,1,prediksi simpson kenyataan merekatahu,,prediksi simpson nyata merekatahu
2602,1,ditemukan pusat perbelanjaan palembang sumatera selatan,,temu pusat belanja palembang sumatera selatan
2603,1,donasi bahan iftar sahur wabah pks,,donasi bahan iftar sahur wabah pks
2604,1,zainal mahasiswa yg demo dpn gedung dpr,,zainal mahasiswa demo dpn gedung dpr
2605,1,unesco nyatakan islam agama damai sedunia,,unesco nyata islam agama damai dunia
2606,1,wacanakan menghapus pelajaran agama disekolah terangterangan melarang busana muslim sekolah,,wacana hapus ajar agama seko terangterangan larang busana muslim sekolah
2607,1,kominfo akui relawan fpi membantu palu nyatakan mendukung,,kominfo aku rawan fpi bantu palu nyata dukung
2608,1,deklarasi jatim tolak kebangkitan pki,,deklarasi jatim tolak bangkit pki
2609,1,pengakuan jusuf kalla perjuangan moral jokowi,,aku jusuf kalla juang moral jokowi
2610,1,goodbener aniessandi jakarta super keren,,goodbener aniessandi jakarta super keren
2611,1,pembuluh darah mata pecah akibat bermain hp,,buluh darah mata pecah akibat main hp
2612,1,kemenkominfo mengeluarkan daftar media abalabal,,kemenkominfo keluar daftar media abalabal
2613,1,akun facebook mustofa nahrawardaya asli menayangkan foto dianggap mesra fadli zon resiya syafitri tuduhan perselingkuhan,,akun facebook mustofa nahrawardaya asli tayang foto anggap mesra fadli zon resiya syafitri tuduh selingkuh
2614,1,berwarna hijau april,,warna hijau april
2615,1,yusrilihzamhd london menutup gereja membuka mesjid,,yusrilihzamhd london tutup gereja buka mesjid
2616,1,kwarda pramuka jawa barat video sosialisasi tata pencoblosan,,kwarda pramuka jawa barat video sosialisasi tata coblos
2617,1,kemendikbud mengangkat almarhum guru budi cpns hak pensiun,,kemendikbud angkat almarhum guru budi cpns hak pensiun
2618,1,klarifikasi tulisan perjuangan moral jokowi,,klarifikasi tulis juang moral jokowi
2619,1,kapolri larang penutupan alexis,,kapolri larang tutup alexis
2620,1,pgi berkati jasad muslim pendukung ahok diurus muslim,,pgi berkat jasad muslim dukung ahok urus muslim
2621,1,gus mus nyatakan golongan benci fpi,,gus mus nyata golong benci fpi
2622,1,pencatutan logo kampus poster aksi penjarakan ahok,,catut logo kampus poster aksi penjara ahok
2623,1,presiden joko widodo memakai pakaian kaisar china,,presiden joko widodo pakai pakai kaisar china
2624,1,polisi menangkap wanita filipina berusia membunuh memakan manusia,,polisi tangkap wanita filipina usia bunuh makan manusia
2625,1,darurat corona maruf amin himbau mudik tol langit,,darurat corona maruf amin himbau mudik tol langit
2626,1,pandemi corona anies baswedan universitas jakarta diliburkan kecuali universitas pancasila,,pandemi corona anies baswedan universitas jakarta libur universitas pancasila
2627,1,video rumah hotman paris kebanjiran,,video rumah hotman paris banjir
2628,1,gus sholah mendukung prabowo,,gus sholah dukung prabowo
2629,1,modus perampokan orang tergeletak fatmawati,,modus ampo orang geletak fatmawati
2630,1,surat kabar negeri memberitakan jokowi tukang ngibul,,surat kabar negeri berita jokowi tukang ngibul
2631,1,foto prabowo berpakaian pendeta,,foto prabowo pakai pendeta
2632,1,ya robb biarkan kecurangan aamiin,,robb biar curang aamiin
2633,1,tes cpns bocor,,tes cpns bocor
2634,1,wali kota palu meninggal tsunami,,wali kota palu tinggal tsunami
2635,1,minuman red bull mengandung sperma banteng,,minum red bull kandung sperma banteng
2636,1,banser garis lurus dukung pa prabowo,,banser garis lurus dukung pa prabowo
2637,1,nomor imei ponsel disadap polisi,,nomor imei ponsel sadap polisi
2638,1,demonstrasi anti jilbab hindia,,demonstrasi anti jilbab hindia
2639,1,viral kabar ahok tebus ijazah siswi hasil investigasi disdik,,viral kabar ahok tebus ijazah siswi hasil investigasi disdik
2640,1,tilapia mutant fish nila ikan mutan,,tilapia mutant fish nila ikan mutan
2641,1,video duel vs pendukung persija persib cileungsi,,video duel vs dukung persija persib cileungsi
2642,1,akun twitter kementerian negeri ri unggah video porno,,akun twitter menteri negeri ri unggah video porno
2643,1,jokowi bilang kangen didemo janji sediakan makanan,,jokowi bilang kangen demo janji sedia makan
2644,1,makam berdarah,,makam darah
2645,1,masjid pohon dunia,,masjid pohon dunia
2646,1,whatsapp dikenakan biaya pasca diakuisisi facebook,,whatsapp kena biaya pasca akuisisi facebook
2647,1,fluoride berbahaya menyebabkan kanker,,fluoride bahaya sebab kanker
2648,1,temuan kecurangan penghitungan suara tps menteng suara aniessandi melonjak,,temu curang hitung suara tps menteng suara aniessandi lonjak
2649,1,china ciptakan sayuran kol sintetis,,china cipta sayur kol sintetis
2650,1,running text manggarai aksara china bukti indonesia dikuasai,,running text manggarai aksara china bukti indonesia asai
