,label,text,databersih
2603,1.0,Donasi Bahan Iftar dan Sahur di Masa Wabah Covid-19 oleh PKS Donasi Bahan Ifthar & Sahur di Masa Wabah COVID-19,donasi bahan iftar sahur wabah covid- 19  pks donasi bahan ifthar sahur wabah covid- 19 
2604,1.0,"Zainal mahasiswa yg demo di dpn Gedung DPR Innaa lillaahi Wa innaa ilayhi.rooji’uun.
 Adik mahasiswa (Zainal )yg demo di dpn Gedung DPR
 smlm telah meninggal dunia akibat di pukulin ole polisi.
 Smoga Husnul khothimah adik…😢😢.
 
 Knpa polisi tdk bs mengayomi rakyat nya
 Dia bkn.musuhmu.. Dia adlh seorg mahasiswa yg sdg meminta keadilan",zainal mahasiswa demo dpn gedung dpr innaa lillaahi innaa ilayhi rooji uun adik mahasiswa zainal demo dpn gedung dpr smlm tinggal dunia akibat pukulin ole polisi smoga husnul khothimah adik knpa polisi tdk ayom rakyat bkn musuh adlh seorg mahasiswa sdg adil
2605,1.0,"UNESCO Nyatakan ISLAM Agama Paling Damai Sedunia PBB yang menangani Pendidikan, Keilmuan, dan Kebudayaan/UNESCO (The United Nations Educational, Scientific and Cultural Organization), telah mengeluarkan pernyataan resmi bahwa Islam adalah agama paling damai di dunia (Islam is the most peaceful religion of the world).",unesco nyata islam agama damai dunia pbb tangan didik ilmu budaya unesco united nations educational scientific and cultural organization nyata resmi islam agama damai dunia islam most peaceful religion world
2606,1.0,"Setelah wacanakan Menghapus pelajaran agama disekolah, kini terang-terangan melarang busana muslim di sekolah Setelah wacanakan Menghapus pelajaran agama disekolah, Nah kini terang-terangan melarang busana muslim disekolah",wacana hapus ajar agama seko terang larang busana muslim sekolah wacana hapus ajar agama seko terang larang busana muslim seko
2607,1.0,Kominfo Akhirnya Akui Relawan FPI Benar Membantu Di Palu Dan Nyatakan Mendukung Akhirnya mengaku salah. Telah berbohong.,kominfo rawan fpi bantu palu nyata dukung salah bohong
2608,1.0,"DEKLARASI JATIM TOLAK KEBANGKITAN PKI DEKLARASI JATIM MENOLAK KEBNAGKITAN PKI & NASAKOM
 
 Kodam V Brawijaya
 
 1 Oktober 2018",deklarasi jatim tolak bangkit pki deklarasi jatim tolak kebnagkitan pki nasakom kodam brawijaya oktober  2018 
2609,1.0,Pengakuan Jusuf Kalla perjuangan moral Jokowi *Akhirnya Tabir Kebenaran Terbuka …..*,jusuf kalla juang moral jokowi tabir buka
2610,1.0,"Hanya dengan Goodbener Anies-Sandi dibuat Jakarta jadi super keren DKI Hanya dgn Goodbener ANIES-SANDI ,Dibuat Jakarta jd super keren ,KEREN KOTANYA HAPPY WARGANYA..,",goodbener anies-sandi jakarta super keren dki goodbener anies-sandi jakarta super keren keren kota happy warga
2611,1.0,"PEMBULUH DARAH DI MATA PECAH AKIBAT SERING BERMAIN HP Umur 15 th pembuluh matanya pecah, karena kebanyakan main HP/Tablet",buluh darah mata pecah akibat main umur buluh mata pecah main tablet
2612,1.0,"Kemenkominfo Mengeluarkan Daftar 319 Media Abal-Abal […] Jelang lebaran, Kemeninfo RI bikin gebrakan yang ditujukan ke pemilik media.
 
 Ada 319 daftar media dituding abal2 alias bodrek. Berikut nama pemilik dan medianya. […]",kemenkominfo daftar  319  media abal-abal jelang kemeninfo bikin gebrak tuju milik media  319  daftar media tuding abal 2  alias bodrek nama milik media
2613,1.0,"Akun Facebook Mustofa Nahrawardaya yang Asli Menayangkan Foto yang Dianggap Mesra antara Fadli Zon dan Resiya Syafitri dengan Tuduhan Perselingkuhan Beredar kabar pesan berantai perselingkuhan antara FZ dan RS seseorang petinggi “PARTAI GERINDRA” ??
 Berdasarkan sumber yang diperoleh dari seseorang di internal partai gerindra yang sudah tidak loyal kepada PRABOWO membeberkan adanya SKANDAL Perselingkuhan antara Wakil Ketua Umum Partai Gerindra, FADLI ZON dan RESIYA SYAFRI (Mantan Wakil Bendahara Umum) Partai Gerindra. Tampilan dan Parasnya yang anggun membuat “Resiya Syafri” sering menjual tubuh cantiknya ke beberapa tokoh penting di internal “PARTAI GERINDRA” . Selain itu ada informasi dari internal partai,RESIYA SYAFRI juga sering menjadi teman tidur Ketua Bidang Analisa dan Pengembangan Potensi Kader yaitu “Benny Pangbin” . Diketahui “Resiya Syafri” Sebenarnya sudah mempunyai suami bernama “RIO WAHENDRA” dan dikaruniai 1 orang anak bernama “Rayya Annisa Camilia Wahendra”.Dengan modal tubuh seksi dan paras yang cantik “Resiya Syafri” mendapatkan banyak keuntungan seperti dapat membeli barang-barang mewah serta jalan – jalan keluar negeri. Sangat disayangkan adanya SKANDAL wanita yang bisa menurunkan marwah “PARTAI GERINDRA” tersebut. Pihak – Pihak yang disebut wajib memberikan klarifikasi ke Publik,",facebook mustofa nahrawardaya tayang anggap mesra fadli zon resiya syafitri tuduh selingkuh edar kabar beranta selingkuh petinggi partai gerindra dasar sumber internal partai gerindra loyal prabowo beber skandal selingkuh wakil ketua partai gerindra fadli zon resiya syafri mantan wakil bendahara partai gerindra tampil paras anggun resiya syafri jual tubuh cantik tokoh internal partai gerindra informasi internal partai resiya syafri teman tidur ketua bidang analisa kembang potensi kader benny pangbin resiya syafri suami nama rio wahendra karunia anak nama rayya annisa camilia wahendra modal tubuh seksi paras cantik resiya syafri untung beli mewah negeri skandal wanita turun marwah partai gerindra wajib klarifikasi publik
2614,1.0,: Bulan Akan Berwarna Hijau Pada 20 April 2018 Debunk ini berisi informasi hoax yang tersebar melaui media sosial facebook dimana dikatakan pada tanggal 20 april 2018 bulan akan berwana hijau. Ini merupakan hoax berulang yang sudah menyebar dan sempat viral dalam beberapa tahun terakhir. Kabar serupa juga pernah terjadi pada 2017 dan 2016 lalu.,warna hijau april  2018  debunk isi informasi hoax sebar melaui media sosial facebook tanggal april  2018  wana hijau rupa hoax sebar viral kabar rupa  2017   2016 
2615,1.0,@Yusrilihza_Mhd: London Menutup 500 Gereja dan Membuka 423 Mesjid Baru London menutup 500 gereja dan membuka 423 masjid baru.,yusrilihza mhd london tutup  500  gereja buka  423  mesjid london tutup  500  gereja buka  423  masjid
2616,1.0,"Kwarda Pramuka Jawa Barat Tidak Membuat Video Sosialisasi Tata Cara Pencoblosan Pada video tersebut terdapat narasi pada bagian keterangannya. Berikut narasinya:
 Sampurasun.
 Dina Lebet Video Ieu Aya Panjelasan Perkawis Tata Cara Pencoblosan Pilgub Jabar, Mugi-mugi Taisa Janten Elmu Anu Manfaat Kanggo Urang Sadayana.
 “Tong Hilap Coblos Nomor 2, Salam✌Jari”",kwarda pramuka jawa barat video sosialisasi tata coblos video narasi terang narasi sampurasun dina lebet video ieu aya panjelasan perkawis tata coblos pilgub jabar mugi-mugi taisa janten elmu anu manfaat kanggo urang sadayana tong hilap coblos nomor salamjari
2617,1.0,"KEMENDIKBUD AKAN MENGANGKAT ALMARHUM GURU BUDI MENJADI CPNS UNTUK MENDAPATKAN HAK PENSIUN Kemendikbud akan mengangkat almarhum guru Ahmad Budi Cahyono menjadi CPNS dan mendapatkan hak pensiun. Kemendikbud akan juga akan mengangkat orang tua almarhum, Satuman, yang tercatat sebagai guru honorer sebagai Pegawai Negeri Sipil (PNS).",kemendikbud angkat almarhum guru budi cpns hak pensiun kemendikbud angkat almarhum guru ahmad budi cahyono cpns hak pensiun kemendikbud angkat tua almarhum satuman catat guru honorer pegawai negeri sipil pns
2618,1.0,"Klarifikasi Tulisan Perjuangan Moral: Jokowi  KLARIFIKASI
TULISAN ” PERJUANGAN MORAL: JOKOWI.”
Ketika saya posting tulisan Perjuangan Moral : Jokowi, salah satu sahabat saya yang dapat share dari WAG mengatakan bahwa tulisan saya menggetarkan lawan politik Jokowi. Tulisan itu beredar luas lewat WAG dari kalangan pejabat , politisi, kampus dan aktifis. Saya katakan bahwa tulisan saya hanyalah “narasi” atas dasar pidato JK di Gedung MPR...... ",klarifikasi juang moral jokowi klarifikasi juang moral jokowi posting juang moral jokowi salah sahabat share wag getar lawan politik jokowi edar luas wag kalang jabat politis kampus aktif narasi dasar pidato gedung mpr
2619,1.0,KAPOLRI LARANG PENUTUPAN ALEXIS Keras!! Tito Karnavian: Jika Ada Yang Berani Menutup Alexis Maka Harus Berurusan Dengan Saya!!,kapolri larang tutup alexis keras tito karnavian berani tutup alexis urus
2620,1.0,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,pgi berkat jasad muslim dukung ahok urus muslim pgi berkat jasad muslim dukung ahok urus muslim
2621,1.0,"Gus Mus Nyatakan Ada Lima Golongan yang Benci FPI Yang benci FPI itu ada 5:
 1. Kafir jahat
 2. Munafiqun
 3. Bandar narkoba
 4. Pelacur & LGBT
 5. Preman tengik
 Rata2 pada doyan maksiat",gus mus nyata golong benci fpi benci fpi kafir jahat munafiqun bandar narkoba lacur lgbt preman tengik rata 2  doyan maksiat
2622,1.0,: Pencatutan Logo Kampus Dalam Poster Aksi Penjarakan Ahok Pencatutan Logo Kampus Dalam Poster Aksi Penjarakan Ahok,catut logo kampus poster aksi penjara ahok catut logo kampus poster aksi penjara ahok
2623,1.0,"Presiden Joko Widodo Terlihat Memakai Pakaian Kaisar China Banyak yang kaget lihat foto ini, banyak juga yang memuja, emang hebat presidenku, out of the box, salah satu postingan.",presiden joko widodo lihat kaisar china kaget lihat puja emang hebat presiden out box salah postingan
2624,1.0,"Polisi telah menangkap wanita Filipina berusia 29 tahun karena membunuh dan memakan manusia. Polisi telah menangkap seorang wanita Filipina berusia 29 tahun karena membunuh dan memakan manusia. Wanita ini telah membunuh dan memakan lebih dari 30 gadis dan banyak manusia lainnya termasuk suaminya dan menyimpan daging mereka di kulkas. Dia sudah lama menikmati makan daging manusia.Wanita kanibal ini mengatakan, bahwa ia mengatur banyak pihak untuk teman dan kerabatnya, yang telah ia masak dan menyajikan daging manusia, tanpa sepengetahuan mereka. Tamunya mengatakan bahwa makanannya sangat lezat.Wanita ini mengatakan bahwa ia telah memakan korban karena keinginan batinnya dan jika ia diberi kesempatan lain, ia akan mengulangi tindakan ini lagi tanpa gangguan.Bahkan di penjara, ia telah menyerang seorang penjaga wanita, menggigit tangan kanannya dan menelan salah satu jari tangannya",polisi tangkap wanita filipina usia bunuh makan manusia polisi tangkap wanita filipina usia bunuh makan manusia wanita bunuh makan gadis manusia masuk suami simpan daging kulkas nikmat makan daging manusia wanita kanibal atur teman kerabat masak saji daging manusia tamu makan lezat wanita makan korban batin tindak ganggu penjara serang jaga wanita gigit tangan kanan tel salah jari tangan
2625,1.0,"Darurat Corona, Maruf Amin Himbau Mudik Lewat Tol Langit Saja Darurat Corona, Ma’ruf Amin Himbau Mudik Lewat Tol Langit Saja",darurat corona maruf amin himbau mudik tol langit darurat corona ruf amin himbau mudik tol langit
2626,1.0,"Pandemi Corona, Anies Baswedan : Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila Pandemi Corona, Anies Baswedan : Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila",pandemi corona anies baswedan universitas jakarta libur kecuali universitas pancasila pandemi corona anies baswedan universitas jakarta libur kecuali universitas pancasila
2627,1.0,"Video Rumah Hotman Paris Kebanjiran Rumah Om Hotman Paris
 wkwkwkwkwkwkwkkwkwkwkwkwkkwkwk",video rumah hotman paris banjir rumah hotman paris wkwkwkwkwkwkwkkwkwkwkwkwkkwkwk
2628,1.0,"Gus Sholah Mendukung Prabowo TAAT KOMANDO ULAMA
COBLOS 02 PRABOWO SANDI
-INDONESIA ADIL MAKMUR-",gus sholah dukung prabowo taat komando ulama coblos prabowo sandi indonesia adil makmur
2629,1.0,"MODUS PERAMPOKAN ORANG TERGELETAK DI FATMAWATI Hti2 dijalan raya fatmawati arah puteran kolong sebrang ilandak town square, yang sedang berkendara melihat orang tergeletak Jangan di bantu, karena disana ada teman2nya sembunyi dikolong jembatan bawah tol, niat bantu tapi diri kita sendiri yang jadi korban penodongan/perampokan. Modus itu ada sekitaran diatas jam23 malam.mohon teruskan ke yg lainnya agar terhindar dari Hal buruk ini.",modus ampo geletak fatmawati hti 2  raya fatmawati arah puter kolong sebrang ilandak town square kendara lihat geletak bantu teman 2 nya sembunyi kolong jembatan tol bantu korban todong ampo modus jam 23  malam hindar buruk
2630,1.0,"surat kabar luar negeri memberitakan jokowi tukang ngibul Horeeee akhirnya….surat kabar luar negeri memberitakan “jokowi tukang ngibul” sadissss…😂😂😂
cebong berani komen kagak ya😆😃😉😉😉",surat kabar negeri berita jokowi tukang ngibul horee surat kabar negeri berita jokowi tukang ngibul sadiss cebong berani komen kagak
2631,1.0,Foto Prabowo Berpakaian Pendeta Haleluya…. mari kita bersholawat kepada Nabi… (Dasar kamprettt..!!!),prabowo pendeta haleluya mari bersholawat nabi dasar kamprett
2632,1.0,Ya robb jangan biarkan kecurangan terjadi Aamiin Ya robb jangan biarkan kecurangan terjadi Aamiin,robb biar curang aamiin robb biar curang aamiin
2633,1.0,"Soal Tes CPNS 2018 Telah Bocor Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari – Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari Lolos CPNS 2018: Contoh Soal CPNS 2018 Dan Pembahasannya…",tes cpns  2018  bocor nyata tiu cpns  2018  bocor ajar nyata tiu cpns  2018  bocor ajar nyata tiu cpns  2018  bocor ajar nyata tiu cpns  2018  bocor ajar nyata tiu cpns  2018  bocor ajar nyata tiu cpns  2018  bocor ajar lolos cpns  2018  contoh cpns  2018  bahas
2634,1.0,"Wali Kota Palu Meninggal Karena Tsunami Innalilahi wa innailaihi rojiun
 walikota palu meninggal dlm musibah tsunami di palu",wali kota palu tinggal tsunami innalilahi innailaihi rojiun walikota palu tinggal dlm musibah tsunami palu
2635,1.0,"MINUMAN RED BULL MENGANDUNG SPERMA BANTENG Energy drinks such as Red Bull have long been dogged by rumors that they contain dangerous ingredients such as “artificially manufactured stimulants,” and in more recent years such rumors have taken a turn towards the bizarre with claims that various brands of energy drink include “bull semen” or “bull sperm.”",minum red bull kandung sperma banteng energy drinks such red bull have long been dogged rumors that they contain dangerous ingredients such artificially manufactured stimulants and more recent years such rumors have taken turn towards bizarre with claims that various brands energy drink include bull semen bull sperm
2636,1.0,banser garis lurus dukung pa prabowo sebut saja banser garis lurus dukung pa prabowo share tembus 7 jt,banser garis lurus dukung prabowo banser garis lurus dukung prabowo share tembus
2637,1.0,"Nomor IMEI di Ponsel Bisa Disadap Polisi Ketik aja *#06# di fitur Call. Kalau keluar 1 IMEI, aman. Kalau ada 2 deret imei atau lebih, itu disadap. Gitu aja repot.",nomor imei ponsel sadap polisi ketik fitur call imei aman deret imei sadap gitu repot
2638,1.0,"Demonstrasi Anti Jilbab di Hindia demonstrasi anti jilbab di hindia.
 para demonstran hindu mrlakukan pembakaran jilbab..krn mereka protes pada muslimah..tapi Allah bayar tunai atas perbuatannya..saat dilakukan pembakaran salah satu demonstran pala terbakar..ALLAHU AKBAR..",demonstrasi anti jilbab hindia demonstrasi anti jilbab hindia demonstran hindu mrlakukan bakar jilbab krn protes muslimah allah bayar tunai laku bakar salah demonstran pala bakar allahu akbar
2639,1.0,"Viral Kabar Ahok Tebus Ijazah Siswi, Ini Hasil Investigasi Disdik Disdik Jatim menelusuri kabar viral tentang siswi SMA di Lamongan meminta tolong kepada Basuki Tjahaja Purnama (Ahok) untuk menebus ijazahnya",viral kabar ahok tebus ijazah siswi hasil investigasi disdik disdik jatim telusur kabar viral siswi sma lamongan basuki tjahaja purnama ahok tebus ijazah
2640,1.0,"Tilapia Mutant Fish | Nila Ikan Mutan Stop eating this mutant”
“stop eating this Fake ass fish..
———-
",tilapia mutant fish nila ikan mutan stop eating this mutant stop eating this fake ass fish
2641,1.0,Video Duel 10 vs 10 Pendukung Persija dan Persib di Cileungsi Video Duel 10 vs 10 Pendukung Persija dan Persib di Cileungsi,video duel dukung persija persib cileungsi video duel dukung persija persib cileungsi
2642,1.0,Akun Twitter Kementerian Luar Negeri RI Unggah Video Porno “Akun twitter Kemlu RI posting film porno.. kok iso yak? ???..”.,twitter menteri negeri unggah video porno twitter kemlu posting film porno iso yak
2643,1.0,Jokowi Pernah Bilang Kangen Didemo dan Janji Sediakan Makanan Jokowi Pernah Bilang Kangen Didemo dan Janji Sediakan Makanan,jokowi kangen demo janji sedia makan jokowi kangen demo janji sedia makan
2644,1.0,"Makam Berdarah Sejak Minggu 8 Oktober 2017 lalu, masyarakat Kota Balikpapan dibuat heboh adanya makam yang mengeluarkan darah atau disebut makam berdarah. Yaitu sebuah makam seorang perempuan yang mengeluarkan cairan seperti darah. Kabar tersebut pun menjadi tersebar dan viral di masyarakat.",makam darah oktober  2017  masyarakat kota balikpapan heboh makam darah makam darah buah makam perempuan cair darah kabar sebar viral masyarakat
2645,1.0,Masjid Pohon Pertama di Dunia Inilah masjid pohon pertama didunia.. Semoga yg like & komen aamiin besok pagi rezekinya berlimpah aamiin..,masjid pohon dunia masjid pohon dunia moga like komen aamiin besok pagi rezeki limpah aamiin
2646,1.0,"WhatSapp Dikenakan Biaya Pasca Diakuisisi Facebook Mulai Hari Senin besok WhatSapp akan dikenakan bayaran (biaya) karena sekarang whatsapp sdh diakuisisi oleh Facebook. Jadi kalau anda punya kontak sekurangnya 10 org, maka kirimilah mereka pesan ini. Dengan begitu kita akan melihat bahwa anda adalah pengguna yang sangat membutuhkan whatsapp ini, dan kemudian logo anda akan menjadi biru (￼?) dan akan tetap gratis. (Seperti berita yang dimuat dalam koran hari ini). Whatsapp akan dikenakan biaya sebesar 0.01€ per pesan (message). Kirimlah pesan ini ke 10 org. Apabila anda mengirim pesan tsb maka warna logo anda akan menjadi biru, kalau tdk setiap penggunaan whatsapp akan dikenakan biaya. Akuisisi Facebook Terhadapiji WhatsApp Rampung | bisnis | tempo.co – https://m.tempo.co/…/akuisisi-facebook-terhadap-whatsapp-ra…",whatsapp kena biaya pasca akuisisi facebook senin besok whatsapp kena bayar biaya whatsapp akuisisi facebook kontak org lihat whatsapp logo biru berita muat koran whatsapp kena biaya  01 eur message org tsb warna logo biru tdk whatsapp kena biaya akuisisi facebook terhadapiji whatsapp rampung bisnis tempo tempo akuisisi-facebook-terhadap-whatsapp-ra
